Organization Name,Contact,FLO ID,Function,Country,Product Type
"Dong Nai Agriculture, Trading, Transporting, General Service Cooperative","Hamlet 6, Dong Nai Commune, Bu Dang District, Binh Phuoc Province, Vietnam",41905,Producer,Vietnam,Nuts (Cashew Nut)
Doppler Tim Sarl,"Rue de l'Étang 5, Contern, 5326, Luxembourg",30289,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Luxembourg,Coffee (Not specified)
Dr Gerard Sp. z o.o.,"ul. Radzyńska 9, Miedzyrzec Podlaski, 21-560, Poland",42095,"Trader, Trader that is also a Manufacturer/Processor",Poland,Cocoa (Cocoa)
Dr. Bernhard Burger AG,"Felix-Wankel-Str. 6, Keltern, 75210, Germany",49490,"Trader, Trader that is also a Manufacturer/Processor",Germany,"Gold & associated Precious Metals (Gold, Platinum, Silver)"
Dr. Oetker Queen Australia Pty Ltd,"17 - 19 Wakefield Street, Alderley, 4051, Australia",28573,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Australia,"Cane sugar (Cane sugar), Herbs, herbal teas & spices (Not specified, Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Dr. Otto Suwelack Nachf. GmbH & Co. KG,"Josef-Suwelack-Straße 1, Billerbeck, 48727, Germany",1252,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,"Coffee (Arabica, Robusta)"
Drageefabrik Stolze GmbH,"Schusterring 28, Postfach 1215, Barmstedt, 25355, Germany",35130,"Trader, Trader that is also a Manufacturer/Processor",Germany,Cocoa (Cocoa)
Drago Mocambo GmbH,"Röntgenstraße 26, Radevormwald, 42477, Germany",31043,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Coffee (Not specified)
DreiMeister Spezialitäten GmbH & Co. KG,"Weststraße 47, Werl, 59457, Germany",49247,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Cocoa (Cocoa)
Dreyer Bienenhonig GmbH,"Auf der Masch 6, Uelzen, 29525, Germany",1574,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Honey (Not specified)
Dried Ingredients Int GmbH,"Am Windhukkai 5, Hamburg, 20457, Germany",29522,"Trader, Trader that is also a Manufacturer/Processor, Importer",Germany,"Coffee (Arabica), Herbs, herbal teas & spices (Cinnamon (Cinnamomum zeylanicum, C. cassia), Ginger (Zingiber officinale), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), Mint (Mentha species), Not specified, Rooibos (Aspalathus linearis)), Tea (Camellia sinensis)"
Droste B.V.,"Runnenbergwg 31, Vaassen, 8171 MC, Netherlands",43995,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,Cocoa (Cocoa)
Du Bois de la Roche,"Zona Industrial Maia I, Setor VII, Rua de Joaquim Silva Vicente, Moreira da Maia, 4470-434, Portugal",44121,"Trader, Trader that is also a Manufacturer/Processor",Portugal,Cane sugar (Cane sugar)
Du Toitskloof Cooperative,"Du Toitskloof Wines, R101, South Africa",3980,"Producer that also exports for other producers, Licensee, Exporter",South Africa,Wine grapes (Wine grapes)
Dualit Ltd,"County Oak Way, Crawley, RH11 7ST, United Kingdom",30908,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United Kingdom,Coffee (Not specified)
Duc Co Cashew producer Cooperative,"Dok Lah village, Ia Dok commune, Gia Lai Province, 61550, Vietnam",41781,Producer,Vietnam,Nuts (Cashew Nut)
Dukorere Kawa Bukure Cooperative,"Karenge Cell, Bukure Sector, Nyarutovu, Rwanda",48890,Producer,Rwanda,Coffee (Arabica)
Dukraft Comercial Ltda.,"Las Hualtatas 6150, Vitacura, Chile",32377,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Chile,Fresh fruit (Raspberries)
Dukunde kawa Musasa Cooperative,"PO Box 1285, Kigali, Rwanda",3193,Producer,Rwanda,Coffee (Arabica)
Duncan's of Deeside Ltd.,"Aberdeen Road, Laurencekirk Business Park, Laurencekirk, AB301EY, United Kingdom",45112,"Trader, Trader that is also a Manufacturer/Processor",United Kingdom,Cocoa (Cocoa)
Dustkul Bogi,"Katorbog Fukarolar Jigini, Varganza Kishlok, Kitob region, Uzbekistan",28554,Producer,Uzbekistan,"Dried fruit (Cherry, Raisin), Fresh fruit (Apples, Cherry, Fresh fruit secondary product, Melon (Cumumis melo), Pomegranate, Strawberries, Watermelon), Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Camomile (Matricaria recutita, Anthemis nobilis), , , , ), , ,"
Dvokolwako Fair Trade Farmers Association,"PO Box 6722, Manzini, Eswatini",27952,Producer,Eswatini,Cane sugar (Cane sugar)
DÖHLER NUTRAFOOD S.r.l.,"Via G.G. Marinoni, 25, Basiliano, 33031, Italy",44592,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Coconut palm sugar/nectar (Cocos nucifera)), Nuts (Cashew Nut)"
Döhler Holland B.V.,"Albusstraat 5, Oosterhout, 4903 RG, Netherlands",32298,"Trader, Trader that is also a Manufacturer/Processor, Importer",Netherlands,"Banana (Banana), Cane sugar (Cane sugar), Cocoa (Cocoa), Fresh fruit (Pineapples), Fruit juices (Apple, Guava, Lime, Mango, Orange, Passion fruit, Pineapple), Herbs, herbal teas & spices (Ginger (Zingiber officinale), Not specified, Rooibos (Aspalathus linearis)), Oilseeds and Oleaginous fruit (Coconut), Pulp (Mango), Tea (Camellia sinensis)"
Dümmen GmbH,"Dammweg 18-20, Rheinberg, 47495, Germany",32113,"Trader, Importer",Germany,Flowers and Plants (Young Plant Material for Plants)
Dümmen Orange Holding B. V.,"Oudecampsweg 35c, De Lier, 2678, Netherlands",39607,"Trader, Importer",Netherlands,Flowers and Plants (Young Plant Material for Plants)
Dümmen Orange Jungpflanzen GmbH & Co KG.,"Dammweg 18-20, Rheinberg, 47495, Germany",32139,"Trader, Importer",Germany,Flowers and Plants (Young Plant Material for Plants)
D’Orsogna Dolciaria srl,"C.da Quercia dei Corvi, San Vito Chietino (CH), 66038, Italy",26015,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
E D & F Man España S.A.,"Calle José Abascal, 58, 3º IZQ, Madrid, 28003, Spain",41432,Trader,Spain,Cane sugar (Cane sugar)
E D & F Man Ingredients s.r.o.,"Zvoleneves 86, Zvoleněves, 273 25, Czech Republic",28092,"Trader, Trader that is also a Manufacturer/Processor, Importer",Czech Republic,"Cane sugar (Cane sugar secondary product, Cane sugar)"
E&A Scheer BV,"Herengracht 316, Amsterdam, 1016CD, Netherlands",27240,"Trader, Trader that is also a Manufacturer/Processor, Importer",Netherlands,Cane sugar (Cane sugar secondary product)
E. D & F. Man Sugar Limited,"3 London Bridge St, London, SE1 9SG, United Kingdom",20566,"Trader, Trader that is also a Manufacturer/Processor, Importer",United Kingdom,"Cane sugar (Cane sugar secondary product, Cane sugar)"
E.I. Wines Ltd t/a Ehrmanns,"483 Liverpool Road, London, N7 8PG, United Kingdom",3124,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",United Kingdom,Wine grapes (Wine grapes)
E575 GmbH,"Weststrasse 5, Lengnau, 5426, Switzerland",47271,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Switzerland,Cocoa (Cocoa)
EBDF,"Secteur N°4-Banfora, Banfora, Burkina Faso",41468,"Trader, Exporter",Burkina Faso,"Dried fruit (Mango), Fresh fruit (Mangoes), Herbs, herbal teas & spices (Ginger (Zingiber officinale), Hibiscus (Hibiscus sabdariffa)), Nuts (Cashew Nut)"
ECLAIR,"Donkerstraat 63, Ternat, 1740, Belgium",36172,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,Cocoa (Not specified)
ECO TERRA GmbH,"Am Quarzitbruch 7, Eppstein, 65817, Germany",19314,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Germany,"Cane sugar (Cane sugar), Cereals (Quinoa), Cocoa (Cocoa), Dried fruit (Pineapple), Nuts (Brazil Nut, Cashew Nut, Macadamia Nut), Oilseeds and Oleaginous fruit (Coconut), Rice (Jasmine)"
ECOANDINO S.A.C.,"CAL. Los Tapiceros Nro. 117 Urb. Lotización Industrial El Artesano, Ate, Peru",46505,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Peru,Cocoa (Cocoa)
ECOFICUS S.L.,"Polígono del Casar, Naves 21-23, Casar de Cáceres, 10190, Spain",41993,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Spain,Cocoa (Cocoa)
ECOJAD COOP-CA,"BP 2634, Daloa, Ivory Coast",25221,Producer,Ivory Coast,Cocoa (Cocoa)
ECOLSIERRA EXPORT S.A.S BIC,"Kilometro3, vía a Gaira. Parque logistico Industrial, Bodega-A13, Santa Marta, 472, Colombia",33376,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Colombia,Coffee (Arabica)
ECOM Agroindustrial Corp. Ltd.,"Avenue Etienne Guillemin 16, Pully, 1009, Switzerland",3588,"Trader, Importer",Switzerland,"Coffee (Not specified), Cotton (Not specified)"
ECOM Agrotrade Limited,"5th Floor, Cable House, 60 New Broad Street, London, EC2M 1JJ, United Kingdom",22753,"Trader, Importer",United Kingdom,Cocoa (Cocoa)
ECOM Cocoa - Atlantic USA d/b/a Atlantic Cocoa Co.,"17 State Street, 23rd Floor, New York, 10004, United States",21943,"Trader, Importer, Licensee, Trader that is also a Manufacturer/Processor",United States,"Cocoa (Cocoa), Coffee (Not specified)"
ECOOKIM-COOP.CA,"Boulevard de Vridi, Zone Industrielle, Abidjan, Ivory Coast",18827,"Producer that also exports for other producers, Exporter, Producer",Ivory Coast,"Cocoa (Cocoa), Coffee (Robusta), Nuts (Cashew Nut)"
ECOPAS COOP-CA,"Dagadji village situé, San Pedro, Ivory Coast",36050,Producer,Ivory Coast,Cocoa (Cocoa)
ECORIGINE,"Treichville, Zone Portuaire, Rue des Galions, Abdijan, Ivory Coast",47333,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Ivory Coast,Cocoa (Cocoa)
ECPAD,"15 BP 49 Abidjan 15, Vridi - rue de la Metallurgie, Abidjan, Ivory Coast",37366,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
ECSO Global Private Limited,"Ground H.No.3647, Survey Number 161/1/1, Ram Ramai Building, Pursungi Village Road, Near Gajanand Maharaj Mandir, Backside of Power House, Gajanan Nagar, Phursungi, Haveli, Pune, 412207, India",48093,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Fresh fruit (Table Grapes)
ECSP COOP-CA,"BP 311 San Pedro 01, San Pedro, Ivory Coast",38437,Producer,Ivory Coast,Cocoa (Cocoa)
ECUADOR FRUIT COMPANY EFC S.A.S.,"Calle Chile 606 y 10 de agosto, Edificio Samán, Piso 3, Guayaquil, 090307, Ecuador",47973,Producer,Ecuador,Banana (Banana)
ED&F MAN COFFEE LTD,"23-25 ST AUGUSTINE’S PARADE, DOMINION’S HOUSE, Bristol, BS1 4UL, United Kingdom",49872,"Trader, Importer",United Kingdom,Coffee (Arabica)
ED&F MAN VOLCAFE PERU S.A.,"Av. Pedro Ruiz Gallo 124 C – Ate.- LIMA 3.-, 125ª; Sta. Clara, (Urb. Fundo La Estrella); Distrito Ate. Lima – Perú. LIMA 3 (Altura km 10.9 carretera central, frente a Plaza Vea), Lima, Peru",25615,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Peru,Coffee (Arabica)
ED&F Man Commodities India Private Limited,"601, Malhotra Chambers, Govandi Station Road, Deonar, Govandi (East), Mumbai, 400088, India",44396,"Trader, Trader that is also a Manufacturer/Processor, Importer, Exporter",India,"Cane sugar (Cane sugar secondary product, Cane sugar)"
ED&F Man Volcafe Brasil Ltda.,"RUA FREI GASPAR, 22, Santos, 01101-009, Brazil",20317,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Brazil,Coffee (Not specified)
EDEKA Einkaufskontor GmbH,"Dessauer Straße 12, Hamburg, 20457, Germany",40599,"Trader, Importer, Licensee",Germany,"Banana (Banana), Fresh fruit (Table Grapes)"
EDEL S.A.,"Rue Cafea 1, Grâce-Hollogne, 4460, Belgium",22880,"Trader, Trader that is also a Manufacturer/Processor",Belgium,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica, Robusta), Fruit juices (Lime), Herbs, herbal teas & spices (Cinnamon (Cinnamomum zeylanicum, C. cassia)), Tea (Camellia sinensis)"
EDUCE Sociedad Cooperativa R.L.,"Calle 53-C, # 410 x 58 y 60, Fracc. Fco. de Montejo, Mérida, 97203, Mexico",1666,"Trader, Exporter",Mexico,Honey (Not specified)
EDULAG S.A. de C.V.,"Carr. GDL Barra de Navidad Km 21 Nro 1500, Villa Corona, 45730, Mexico",44865,Producer,Mexico,"Herbs, herbal teas & spices (Not specified)"
EDW Apffel Co,"12115 Pacific Street, Santa Fe Springs, 90670-2989, United States",34961,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United States,Coffee (Not specified)
EE Wholesale (UK) Ltd t/a Equal Exchange,"Unit 5e Southwick Industrial Estate, Sunderland, SR5 3TX, United Kingdom",1167,"Trader, Trader that is also a Manufacturer/Processor, Licensee, Importer",United Kingdom,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Not specified), Dried fruit (Apples, Apricot, Banana, Date, Mango, Papaya, Physalis, Pineapple, Raisin, Sultana), Fruit juices (Apple), Herbs, herbal teas & spices (Cinnamon (Cinnamomum zeylanicum, C. cassia), ), , ,"
EISA - Empresa Interagricola S.A.,"Rua do Comércio 54, Santos, 11010, Brazil",21266,"Trader, Exporter",Brazil,"Coffee (Arabica, Robusta)"
EKAF SPA Italy,"Lungotorrente Secca 3R, Genova, 16163, Italy",2140,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Italy,"Coffee (Arabica, Robusta)"
EKITA CAFE SARL,"16, rue Christophe Colomb, SUCY EN BRIE, 94370, France",28549,"Trader, Licensee, Trader that is also a Manufacturer/Processor",France,"Cane sugar (Cane sugar), Coffee (Arabica, Robusta)"
ELANCO CONFECTIEBEDRIJVEN NV,"Hogenhovestraat 51-53, Aarsele, 8700, Belgium",35374,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,Cotton (Seed Cotton)
ELBISCO INDUSTRIAL & COMMERCIAL FOOD SA,"21st klm Marathonos Ave, Pikemi, 190 09, Greece",37116,"Trader, Trader that is also a Manufacturer/Processor",Greece,"Cane sugar (Not specified), Cocoa (Cocoa)"
ELIO ROMAGNOLI - ROMCAFFE' SRL,"VIA ELENA FIORETTI 1, MACERATA, 62100, Italy",40976,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Italy,Coffee (Not specified)
ELIXENS FRANCE,"1090 Chemin de l’ancienne voie Ferrée, ZA Les Ecluses, Vaison La Romaine, 84110, France",4719,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Coffee (Arabica), Herbs, herbal teas & spices (Camomile (Matricaria recutita, Anthemis nobilis), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Fennel (Foeniculum vulgare), , , , , , , , ),"
ELSA Group SA,"Route Payerne 2-4, Estavayer-le-lac, 1470, Switzerland",27651,"Trader, Trader that is also a Manufacturer/Processor",Switzerland,"Banana (Banana), Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Arabica, Robusta), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia)), Oilseeds and Oleaginous fruit (Coconut)"
EMPRESA DE MULTISERVICIOS CHIRINOS SAC,"Jr. Jose Olaya s/n Distrito de Chirinos, San Ignacio, Peru",49723,"Trader, Exporter",Peru,Coffee (Arabica)
EMPROCOMPT CIA,"Calle 10 de Agosto s/n, Intersección Manuel Serrano Manzana T16, Referencia Altos de Farmacia Lizeth, Ecuador",38005,"Trader, Exporter",Ecuador,"Banana (Banana), Cocoa (Cocoa)"
ENERFO PTE. LTD.,"10 Collyer Quay No 15-08, Ocean Financial Centre, singapore, 049315, Singapore",44390,"Trader, Importer, Exporter",Singapore,Cane sugar (Cane sugar)
EPSILON,", PK 12 - Route de Majunga Andranotapahana Ambohidratrimo, Talatamaty Antananarivo, Madagascar",5591,"Trader, Trader that is also a Manufacturer/Processor",Madagascar,Cotton (Seed Cotton)
EQUATOR COFFEE ROASTERS INC.,"Ottawa Street 451, Almonte, K0A 1A0, Canada",1219,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Canada,"Cane sugar (Cane sugar), Coffee (Not specified)"
ESAT - CAT Notre Avenir,"ZI de Sabin, Bain de Bretagne, 35470, France",6184,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Coffee (Not specified)
ESCO Uganda Limited,"3rd Floor Bakwanye House, Wampewo Avenue, Kampala, Uganda",42657,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Uganda,"Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
ESCOPAG COOP-CA,", Zoukougbeu, Ivory Coast",44097,Producer,Ivory Coast,Cocoa (Cocoa)
ESSTEE EXPORTS INDIA PRIVATE LIMITED,"8/131, PGV Garden, Pooluvapatti (PO) P.N. Road, Tirupur, 641602, India",21909,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
ESTEAM APPAREL SERVICES PVT. LTD,"Esteam Apparel Services Pvt Ltd. 39, A-1, Shah & Nahar Industrial Estate. S.J.Marg, Lower Parel (W), MUMBAI, 400 013, India",5006,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
ETFOR- EMPRESA TÊXTIL SA,"Av. Margarida Queirós, 301, Forjaes - Esposende, P - 4740-438, Portugal",28385,"Trader, Trader that is also a Manufacturer/Processor",Portugal,Cotton (Seed Cotton)
ETHIQUABLE Benelux scrl-fs,"Rue de l’économie N°4 boite 6, Namur, 5020, Belgium",26604,"Trader, Licensee, Trader that is also a Manufacturer/Processor",Belgium,"Cane sugar (Cane sugar), Coffee (Not specified), Fruit juices (Not specified), Herbs, herbal teas & spices (Cinnamon (Cinnamomum zeylanicum, C. cassia), Ginger (Zingiber officinale), Lemongrass (Cympobogon citratus, C. flexuosus), Mint (Mentha species), , , ), ,"
ETS Mandy-Mapol SA,"Avenue Bel-Air, 70, Uccle, 1180, Belgium",43241,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Dried fruit (Date)
ETS Rochebillard et Blein,"432 rue de la Chapelle, Violay, 42780, France",46575,"Trader, Trader that is also a Manufacturer/Processor",France,Cane sugar (Cane sugar)
EUROGROUP ESPANA FRUTAS Y VERDURAS SA,"Ronda Narciso Monturiol, 6, Paterna, 46980, Spain",46673,Trader,Spain,Fresh fruit (Lychees)
EUROMED S.A.,"Calle Blanca s/n, Poligono Industrial La Polvorista, Molina de Segura (Murcia), 30500, Spain",49731,"Trader, Trader that is also a Manufacturer/Processor",Spain,Tea (Camellia sinensis)
EUROPRALINÉ S.L.,"Autovia A-62 KM 90, SAN ISIDRO DE DUEÑAS, 34208, Spain",43243,"Trader, Trader that is also a Manufacturer/Processor",Spain,Cocoa (Cocoa)
EUROVANILLE SA,"ROUTE DE MARESQUEL, GOUY-SAINT ANDRÉ, 62870, France",6428,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Cane sugar (Cane sugar), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
EVERTON S.p.A.,"Reg. Bessiche 70, Tagliolo Monferrato, 15070, Italy",5666,"Trader, Trader that is also a Manufacturer/Processor, Importer, Licensee",Italy,"Cane sugar (Cane sugar), Tea (Camellia sinensis)"
EXA TRADING,"Rue Lieutnant Noel, Toamasina, 501, Madagascar",39401,"Trader, Exporter",Madagascar,Fresh fruit (Lychees)
EXCEL FOODS PVT LTD,"PLOT NO. 47 K.I.A.D.B. TARIHAL HUBLI, 580026, India",28075,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,"Fresh fruit (Mangoes), Pulp (Mango)"
EXIMCRUZ S.R.L,"Carretera Cobija Provenir s/n Comunidad Villa Bush, Cobija, Bolivia",35926,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Bolivia,Nuts (Brazil Nut)
EXOTIC FRUIT TRADE LTD,"20 Wenlock Road, London, N1 7GU, United Kingdom",48175,Trader,United Kingdom,Banana (Banana)
EXPO CAFE S.A.,"Jirón El Estaño No 5538, Urbanización Industrial Infantas los Olivos, Peru",27577,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Peru,Coffee (Arabica)
EXPOCAFE S.A.,"Carrera 7, No. 74-36, Oficina 302, Piso 3, Edificio Seguro Caribe, Bogotá, Colombia",900,"Trader, Exporter",Colombia,Coffee (Arabica)
EZA Fairer Handel GmbH,"Wenger Straße 5, Köstendorf, 5203, Austria",1051,"Trader, Licensee, Trader that is also a Manufacturer/Processor, Importer",Austria,"Cane sugar (By-products of cane sugar, Cane sugar), Cereals (Quinoa), Cocoa (Cocoa), Coffee (Arabica), Dried fruit (Apricot, Date, Mango, Pineapple, Raisin), Herbs, herbal teas & spices (Rooibos (Aspalathus linearis)), Honey (A Quality), Nuts , , , ,"
